name,site,subtypes,category,type,phone number,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
"Parsons Plumbing, Heating, and Cooling, LLC",https://www.southernairnow.com/?utm_source=google-gbp,"Plumber, Air conditioning contractor, Air conditioning repair service, Bathroom remodeler, Drainage service, Service establishment, Furnace repair service, Heating contractor, HVAC contractor, Septic system service",Plumber,Plumber,+1 318-217-1610,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,32.9137475,-105.3191695,,Flying H,NM,True,4.8,103.0,"https://search.google.com/local/reviews?placeid=ChIJMQLX2ExMJYYRj9WYYCD131M&q=plumber,+71467,+Pollock,+LA,+US&authuser=0&hl=en&gl=US",9.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Parsons+Plumbing%2C+Heating%2C+and+Cooling%2C+LLC/@32.9137475,-105.3191695,14z/data=!4m8!1m2!2m1!1sParsons+Plumbing%2C+Heating%2C+and+Cooling%2C+LLC!3m4!1s0x86254c4cd8d70231:0x53dff5206098d58f!8m2!3d32.9137475!4d-105.3191695",ChIJMQLX2ExMJYYRj9WYYCD131M,service@southernairnow.com,RECEIVING,https://www.facebook.com/SouthernAirHeatingCoolingandPlumbing/,,https://lh3.googleusercontent.com/-Z-MRFoTwzMU/AAAAAAAAAAI/AAAAAAAAAAA/yXbAe9Gwvt0/s256/photo.jpg,#78393c,#fcfbfa,parsonsplumbingheatingandcoolingllc
AxsomAir,https://axsomair.com/?utm_source=google-gbp,"Plumber, Electrician, Electric generator shop, HVAC contractor",HVAC contractor,Plumber,+1 318-228-1793,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,31.7476581,-93.1190679,"4150 University Pkwy, Natchitoches, LA 71457",Natchitoches,Louisiana,False,4.9,857.0,"https://search.google.com/local/reviews?placeid=ChIJ5z02aU19MIYR43VguNBAaNo&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",103.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/AxsomAir/@31.7476581,-93.11906789999999,14z/data=!4m8!1m2!2m1!1sAxsomAir!3m4!1s0x86307d4d69363de7:0xda6840d0b86075e3!8m2!3d31.7476581!4d-93.11906789999999",ChIJ5z02aU19MIYR43VguNBAaNo,greenmedalenergy@gmail.com,RECEIVING,https://www.facebook.com/AxsomAir/,,https://lh3.googleusercontent.com/-hK1B2-hkg3I/AAAAAAAAAAI/AAAAAAAAAAA/ggbfxl4_nQM/s256/photo.jpg,#555987,#010205,axsomair
Markwood Plumbing LLC,http://markwoodplumbing.com/,Plumber,Plumber,Plumber,+1 225-636-1919,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.40756,-90.9427391,"23438 Odette Ave, Denham Springs, LA 70726",Denham Springs,Louisiana,False,5.0,20.0,"https://search.google.com/local/reviews?placeid=ChIJoQ4FD2XHJoYRjL-WxnEXaVE&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",6.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Markwood+Plumbing+LLC/@30.40756,-90.9427391,14z/data=!4m8!1m2!2m1!1sMarkwood+Plumbing+LLC!3m4!1s0x8626c7650f050ea1:0x51691771c696bf8c!8m2!3d30.40756!4d-90.9427391",ChIJoQ4FD2XHJoYRjL-WxnEXaVE,markwoodplumbing@yahoo.com,RECEIVING,https://www.facebook.com/markwood.plumbing,,https://lh4.googleusercontent.com/-Oe5RsBUfMV4/AAAAAAAAAAI/AAAAAAAAAAA/9gkPx835Dm0/s256/photo.jpg,#1a2555,#e7f2f2,markwoodplumbingllc
Faires Plumbing & Repair,https://faires-plumbing.com/,Plumber,Plumber,Plumber,+1 318-272-7709,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,32.5208839,-93.739396,"100 E Texas St, Bossier City, LA 71111",Bossier City,Louisiana,False,5.0,46.0,"https://search.google.com/local/reviews?placeid=ChIJERYk8tMyMYYR41HTtgo2J9M&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",25.0,,True,"https://www.google.com/maps/place/Faires+Plumbing+%26+Repair/@32.5208839,-93.739396,14z/data=!4m8!1m2!2m1!1sFaires+Plumbing+%26+Repair!3m4!1s0x863132d3f2241611:0xd327360ab6d351e3!8m2!3d32.5208839!4d-93.739396",ChIJERYk8tMyMYYR41HTtgo2J9M,,,,,https://lh4.googleusercontent.com/-h9uHDhvQSp4/AAAAAAAAAAI/AAAAAAAAAAA/vv4D2coIDBI/s256/photo.jpg,#4374e0,#9fc2fe,fairesplumbingrepair
Bordelon Septic Systems Inc,http://bordelonseptic.com/,"Septic system service, Sewage disposal service, Sewage treatment plant",Septic system service,Septic system service,+1 318-925-0925,"COMCAST IP PHONE, LLC",voip,32.2746184,-93.8200045,"1066 US-171, Stonewall, LA 71078",Stonewall,Louisiana,False,5.0,36.0,"https://search.google.com/local/reviews?placeid=ChIJQ17gIpzWNoYRtb_e8yIvhUA&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",60.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-3PM"", ""Tuesday"": ""8AM-3PM"", ""Wednesday"": ""8AM-3PM"", ""Thursday"": ""8AM-3PM"", ""Friday"": ""8AM-3PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Bordelon+Septic+Systems+Inc/@32.2746184,-93.8200045,14z/data=!4m8!1m2!2m1!1sBordelon+Septic+Systems+Inc!3m4!1s0x8636d69c22e05e43:0x40852f22f3debfb5!8m2!3d32.2746184!4d-93.8200045",ChIJQ17gIpzWNoYRtb_e8yIvhUA,,,https://www.facebook.com/bordelonsepticsystems/,,https://lh3.googleusercontent.com/-RqSdqdM41R8/AAAAAAAAAAI/AAAAAAAAAAA/pHG9BrxhqD0/s256/photo.jpg,#7b1e1d,#c89d73,bordelonsepticsystemsinc
Express Plumbing Repair and Drain Cleaning LLC,http://www.expressplumbrepair.com/,"Plumber, Drainage service, Service establishment",Plumber,Plumber,+1 225-788-2513,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.399245,-90.8165974,,French Settlement,LA,True,4.9,48.0,"https://search.google.com/local/reviews?placeid=ChIJOwoKfYcQ844R4elAKZIfokU&q=plumber,+71468,+Provencal,+LA,+US&authuser=0&hl=en&gl=US",66.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""8AM-4PM""}",True,"https://www.google.com/maps/place/Express+Plumbing+Repair+and+Drain+Cleaning+LLC/@30.399244999999997,-90.81659739999999,14z/data=!4m8!1m2!2m1!1sExpress+Plumbing+Repair+and+Drain+Cleaning+LLC!3m4!1s0x8ef310877d0a0a3b:0x45a21f922940e9e1!8m2!3d30.399244999999997!4d-90.81659739999999",ChIJOwoKfYcQ844R4elAKZIfokU,expressplumbingrepairllc@gmail.com,RECEIVING,,,https://lh5.googleusercontent.com/-JKHeUaueyCg/AAAAAAAAAAI/AAAAAAAAAAA/D5dJYMH_7Ac/s256/photo.jpg,#6e2a33,#f9f8f8,expressplumbingrepairanddraincleaningllc
Titus Specialties,http://titusspecialties.com/,"Plumber, Electrician, Service establishment, Heating contractor, HVAC contractor",Plumber,Plumber,+1 318-332-3301,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,31.566717,-93.4818754,,Many,LA,True,1.0,1.0,,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Titus+Specialties/@31.566716999999997,-93.48187539999999,14z/data=!4m8!1m2!2m1!1sTitus+Specialties!3m4!1s0xa64492458630fde5:0xef540d1b2be8fff2!8m2!3d31.566716999999997!4d-93.48187539999999",ChIJ5f0whkWSRKYR8v_oKxsNVO8,,,,,https://lh4.googleusercontent.com/-wmUs2WcFtNo/AAAAAAAAAAI/AAAAAAAAAAA/NAgNYnNb_ak/s256/photo.jpg,#4374e0,#9fc2fe,titusspecialties
Fred's Plumbing and Air Conditioning,https://www.fredsplumbingac.com/,"Plumber, Air conditioning contractor, Heating contractor, HVAC contractor",Plumber,Plumber,+1 337-329-8544,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,30.1037474,-92.1251321,"105 James St, Maurice, LA 70555",Maurice,Louisiana,False,4.9,330.0,"https://search.google.com/local/reviews?placeid=ChIJ0U9sd2dgI4YRHrU6asrT2-k&q=plumber,+71471,+Saint+Maurice,+LA,+US&authuser=0&hl=en&gl=US",5.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Fred%27s+Plumbing+and+Air+Conditioning/@30.1037474,-92.1251321,14z/data=!4m8!1m2!2m1!1sFred%27s+Plumbing+and+Air+Conditioning!3m4!1s0x86236067776c4fd1:0xe9dbd3ca6a3ab51e!8m2!3d30.1037474!4d-92.1251321",ChIJ0U9sd2dgI4YRHrU6asrT2-k,fredsplumbingandac@gmail.com,RECEIVING,https://www.facebook.com/Freds-Plumbing-and-Air-Conditioning-Inc-570886926283581/,,https://lh5.googleusercontent.com/-tnO90pnLdoE/AAAAAAAAAAI/AAAAAAAAAAA/dBsxBX4NKgM/s256/photo.jpg,#f2f2f4,#6f3c63,fredsplumbingandairconditioning
Grand Plumbing llc,https://www.facebook.com/GrandPlumbingLLC/,Plumber,Plumber,Plumber,+1 985-974-4919,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.2257438,-90.728559,"21152 Diversion Canal Rd, St Amant, LA 70774",St Amant,Louisiana,False,4.8,24.0,"https://search.google.com/local/reviews?placeid=ChIJxYLlw2LOJoYRV7mgCLoRbiY&q=plumber,+71471,+Saint+Maurice,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",False,"https://www.google.com/maps/place/Grand+Plumbing+llc/@30.2257438,-90.72855899999999,14z/data=!4m8!1m2!2m1!1sGrand+Plumbing+llc!3m4!1s0x8626ce62c3e582c5:0x266e11ba08a0b957!8m2!3d30.2257438!4d-90.72855899999999",ChIJxYLlw2LOJoYRV7mgCLoRbiY,grandplumbing@ymail.com,RECEIVING,https://www.facebook.com/grandplumbingllc,,,,,grandplumbingllc
Backflow Test and Repair,https://www.backflowtestandrepair.com/contact-us.html,"Plumber, Service establishment",Plumber,Plumber,+1 318-381-6224,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,46.423669,-129.9427086,,,,True,5.0,16.0,"https://search.google.com/local/reviews?placeid=ChIJ__9Pz6tGLoYRnCEKzmvEB0Y&q=plumber,+71471,+Saint+Maurice,+LA,+US&authuser=0&hl=en&gl=US",33.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM""}",True,"https://www.google.com/maps/place/Backflow+Test+and+Repair/@46.423669,-129.9427086,14z/data=!4m8!1m2!2m1!1sBackflow+Test+and+Repair!3m4!1s0x862e46abcf4fffff:0x4607c46bce0a219c!8m2!3d46.423669!4d-129.9427086",ChIJ__9Pz6tGLoYRnCEKzmvEB0Y,genebackflow@gmail.com,RECEIVING,https://www.facebook.com/backflowexpert/,,https://lh5.googleusercontent.com/-jRW4AVswwEg/AAAAAAAAAAI/AAAAAAAAAAA/xmjXaRO7KlQ/s256/photo.jpg,#2b3431,#93a3a9,backflowtestandrepair
"Hargrave's Plumbing, LLC",https://www.hargravesplumbing.com/?utm_source=local,"Plumber, Bathroom remodeler, Gasfitter, Hot water system supplier, Repair service, Septic system service, Sewage disposal service, Sewage treatment plant, Water filter supplier",Plumber,Plumber,+1 337-344-3920,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.2038481,-92.0481808,"3138 Johnston St, Lafayette, LA 70503",Lafayette,Louisiana,False,4.8,560.0,"https://search.google.com/local/reviews?placeid=ChIJ3wsOgv6bJIYRlvv8Bw7BUWE&q=plumber,+71471,+Saint+Maurice,+LA,+US&authuser=0&hl=en&gl=US",389.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Hargrave%27s+Plumbing%2C+LLC/@30.2038481,-92.0481808,14z/data=!4m8!1m2!2m1!1sHargrave%27s+Plumbing%2C+LLC!3m4!1s0x86249bfe820e0bdf:0x6151c10e07fcfb96!8m2!3d30.2038481!4d-92.0481808",ChIJ3wsOgv6bJIYRlvv8Bw7BUWE,hookset12@aol.com,RECEIVING,https://www.facebook.com/Hargraves-Plumbing-LLC-992207187605252/,http://instagram.com/bridgethargrave,https://lh6.googleusercontent.com/-MAdFTEZfTo0/AAAAAAAAAAI/AAAAAAAAAAA/hs9vI3kEzJE/s256/photo.jpg,#2b5995,#eff3f5,hargravesplumbingllc
